UNITID,ACAD_YEAR,FILE_NAME,TABLE_TRIM,Current year GRS cohort as a percent of entering class,Exclusions from full-time fall 2022 cohort,Exclusions from part-time fall 2022 cohort,Full-time adjusted fall 2022 cohort,Full-time fall 2022 cohort,Full-time first-time degree/certificate-seeking undergraduate (current year GRS cohort),"Full-time retention rate, 2023",Inclusions to the full-time fall 2022 cohort,Inclusions to the part-time fall 2022 cohort,Part-time adjusted fall 2022 cohort,Part-time fall 2022 cohort,"Part-time retention rate, 2023",Student-to-faculty ratio,Students from the full-time adjusted fall 2022 cohort enrolled in fall 2023,Students from the part-time adjusted fall 2022 cohort enrolled in fall 2023,"Total entering students at the undergraduate level, fall 2023"
218742,2023,ef2022d_rv.csv,EFD,46,0,0,591,591,685,64,0,0,6,6,33,15,378,2,1486
218742,2024,ef2023d.csv,EFD,41,0,0,685,685,670,69,0,0,3,3,67,15,475,2,1617
218964,2007,ef2006d_RV.csv,EFD,79,,,,,1180,75,,,,,50,,,,1491
218964,2008,ef2007d_rv.csv,EFD,79,0,0,1180,1180,1074,72,,,3,3,33,,845,1,1367
218964,2009,ef2008d_rv.csv,EFD,76,0,0,1074,1074,1075,72,,,0,0,,,768,0,1406
218964,2010,ef2009d_rv.csv,EFD,77,0,0,1075,1075,1060,67,,,0,0,,15,725,0,1374
218964,2011,ef2010d_rv.csv,EFD,62,0,0,1060,1060,959,69,,,0,0,,14,732,0,1559
218964,2012,ef2011d_rv.csv,EFD,61,0,0,959,959,969,72,,,2,2,0,14,691,0,1595
218964,2013,ef2012d_rv.csv,EFD,63,0,0,969,969,1141,73,,,14,14,57,15,705,8,1799
218964,2014,ef2013d_rv.csv,EFD,62,0,0,1141,1141,1096,72,,,2,2,50,15,819,1,1782
218964,2015,ef2014d_rv.csv,EFD,62,0,0,1096,1096,1018,77,,,0,0,,14,841,0,1651
218964,2016,ef2015d_rv.csv,EFD,64,0,0,1018,1018,1088,77,,,1,1,0,14,781,0,1708
218964,2017,ef2016d_rv.csv,EFD,63,0,0,1088,1088,1071,73,0,0,2,2,0,14,795,0,1706
218964,2018,ef2017d_rv.csv,EFD,64,0,0,1071,1071,1047,76,0,0,1,1,0,14,819,0,1646
218964,2019,ef2018d_rv.csv,EFD,62,0,0,1047,1047,990,75,0,0,3,3,33,14,785,1,1596
218964,2020,ef2019d_rv.csv,EFD,65,0,0,990,990,1073,70,0,0,1,1,0,13,691,0,1645
218964,2021,ef2020d_rv.csv,EFD,70,0,0,1073,1073,959,70,0,0,0,0,,12,750,0,1372
218964,2022,ef2021d_rv.csv,EFD,65,0,0,959,959,817,68,0,0,5,5,20,12,650,1,1252
218964,2023,ef2022d_rv.csv,EFD,56,0,0,817,817,707,67,0,0,1,1,100,12,547,1,1271
218964,2024,ef2023d.csv,EFD,60,0,0,707,707,864,73,0,0,2,2,50,12,515,1,1436
219046,2007,ef2006d_RV.csv,EFD,51,,,,,610,55,,,,,36,,,,1193
219046,2008,ef2007d_rv.csv,EFD,51,0,0,610,610,472,59,,,36,36,47,,360,17,933
219046,2009,ef2008d_rv.csv,EFD,56,0,0,454,454,547,57,,,28,28,39,,258,11,978
219046,2010,ef2009d_rv.csv,EFD,45,0,1,484,484,551,62,,,28,29,46,19,298,13,1215
219046,2011,ef2010d_rv.csv,EFD,43,0,0,498,498,652,64,,,36,36,31,20,319,11,1500
219046,2012,ef2011d_rv.csv,EFD,40,0,0,571,571,555,61,,,57,57,53,20,350,30,1383
219046,2013,ef2012d_rv.csv,EFD,38,0,0,519,519,487,61,,,43,43,47,19,316,20,1298
219046,2014,ef2013d_rv.csv,EFD,35,1,0,482,483,559,59,,,43,43,53,20,286,23,1576
219046,2015,ef2014d_rv.csv,EFD,31,0,0,481,481,461,63,,,47,47,51,20,302,24,1510
219046,2016,ef2015d_rv.csv,EFD,33,0,0,403,403,496,63,,,29,29,41,19,253,12,1512
219046,2017,ef2016d_rv.csv,EFD,36,0,0,438,438,545,63,0,0,31,31,65,20,278,20,1520
219046,2018,ef2017d_rv.csv,EFD,32,0,0,508,508,510,69,0,0,30,30,47,20,352,14,1617
219046,2019,ef2018d_rv.csv,EFD,31,0,0,456,456,450,62,0,0,31,31,39,18,283,12,1447
219046,2020,ef2019d_rv.csv,EFD,30,0,0,408,408,475,62,0,0,29,29,34,16,251,10,1600
219046,2021,ef2020d_rv.csv,EFD,31,0,0,436,436,413,65,0,0,32,32,47,16,283,15,1333
219046,2022,ef2021d_rv.csv,EFD,29,0,0,370,370,429,61,0,0,18,18,44,17,227,8,1476
219046,2023,ef2022d_rv.csv,EFD,30,0,0,374,374,444,71,0,0,16,16,38,18,266,6,1460
219046,2024,ef2023d.csv,EFD,29,0,0,389,389,453,72,0,0,24,24,63,17,281,15,1578
219082,2007,ef2006d_RV.csv,EFD,60,,,,,294,66,,,,,47,,,,494
219082,2008,ef2007d_rv.csv,EFD,55,0,0,294,294,242,71,,,25,25,40,,210,10,441
219082,2009,ef2008d_rv.csv,EFD,51,0,0,224,224,248,76,,,9,9,67,,170,6,491
219082,2010,ef2009d_rv.csv,EFD,26,0,0,251,251,287,66,,,14,14,29,17,166,4,1125
219082,2011,ef2010d_rv.csv,EFD,27,1,0,274,275,314,64,,,20,20,60,17,174,12,1180
219082,2012,ef2011d_rv.csv,EFD,24,0,0,302,302,296,67,,,23,23,48,17,202,11,1257
219082,2013,ef2012d_rv.csv,EFD,23,0,0,277,277,288,60,,,19,19,32,18,166,6,1256
219082,2014,ef2013d_rv.csv,EFD,23,0,0,283,283,286,69,,,18,18,44,18,196,8,1225
219082,2015,ef2014d_rv.csv,EFD,24,0,0,276,276,269,65,,,22,22,32,16,179,7,1133
219082,2016,ef2015d_rv.csv,EFD,28,0,0,262,262,324,74,,,19,19,26,18,193,5,1175
219082,2017,ef2016d_rv.csv,EFD,27,0,0,320,320,306,72,0,0,17,17,71,17,229,12,1141
219082,2018,ef2017d_rv.csv,EFD,28,0,0,305,305,360,72,0,0,21,21,48,17,219,10,1291
219082,2019,ef2018d_rv.csv,EFD,31,1,0,354,355,389,67,0,0,15,15,40,18,237,6,1272
219082,2020,ef2019d_rv.csv,EFD,35,1,0,375,376,403,66,0,0,14,14,57,19,247,8,1162
219082,2021,ef2020d_rv.csv,EFD,34,0,0,399,399,360,71,0,0,21,21,33,18,285,7,1050
219082,2022,ef2021d_rv.csv,EFD,32,0,0,355,355,353,72,0,0,21,21,48,18,256,10,1116
219082,2023,ef2022d_rv.csv,EFD,31,0,0,345,345,363,74,0,0,13,13,77,18,257,10,1164
219082,2024,ef2023d.csv,EFD,29,2,0,352,354,387,75,0,0,8,8,50,19,265,4,1349
219259,2007,ef2006d_RV.csv,EFD,98,,,,,367,65,,,,,1,,,,376
219259,2008,ef2007d_rv.csv,EFD,69,0,0,367,367,340,64,,,10,10,40,,234,4,495
219259,2009,ef2008d_rv.csv,EFD,58,0,0,295,295,389,71,,,4,4,50,,209,2,669
219259,2010,ef2009d_rv.csv,EFD,34,1,0,342,343,318,70,,,5,5,20,17,239,1,939
219259,2011,ef2010d_rv.csv,EFD,34,0,0,318,318,381,66,,,11,11,27,20,209,3,1123
219259,2012,ef2011d_rv.csv,EFD,30,0,0,316,316,378,68,,,29,29,52,23,214,15,1277
219259,2013,ef2012d_rv.csv,EFD,36,0,0,319,319,379,69,,,8,8,50,18,221,4,1047
219259,2014,ef2013d_rv.csv,EFD,33,0,0,332,332,369,71,,,22,22,41,19,236,9,1128
219259,2015,ef2014d_rv.csv,EFD,23,0,0,326,326,347,68,,,18,18,50,18,223,9,1521
219259,2016,ef2015d_rv.csv,EFD,18,0,0,297,297,277,67,,,10,10,60,18,198,6,1513
219259,2017,ef2016d_rv.csv,EFD,38,1,0,210,211,311,74,0,0,7,7,14,20,156,1,829
219259,2018,ef2017d_rv.csv,EFD,19,0,0,230,230,312,77,0,0,5,5,60,19,177,3,1626
219259,2019,ef2018d_rv.csv,EFD,22,0,0,269,269,334,75,0,0,11,11,55,21,201,6,1512
219259,2020,ef2019d_rv.csv,EFD,21,1,0,256,257,325,73,0,0,3,3,33,17,187,1,1560
219259,2021,ef2020d_rv.csv,EFD,21,0,0,312,312,318,76,0,0,13,13,31,18,237,4,1496
219259,2022,ef2021d_rv.csv,EFD,22,0,0,304,304,320,68,0,0,18,18,44,16,208,8,1424
219259,2023,ef2022d_rv.csv,EFD,19,0,0,288,288,280,74,0,0,12,12,50,16,212,6,1454
219259,2024,ef2023d.csv,EFD,19,0,0,257,257,305,75,0,0,10,10,50,17,193,5,1595
219277,2007,ef2006d_RV.csv,EFD,64,,,,,155,13,,,,,31,,,,244
219277,2008,ef2007d_rv.csv,EFD,68,0,0,155,155,244,17,,,89,89,26,,27,23,358
219277,2009,ef2008d_rv.csv,EFD,57,0,0,244,244,154,43,,,114,114,31,,105,35,270
219277,2010,ef2009d_rv.csv,EFD,67,1,0,153,154,206,46,,,116,116,16,13,70,19,306
219277,2011,ef2010d_rv.csv,EFD,68,0,0,206,206,191,56,,,55,55,31,11,116,17,281
219277,2012,ef2011d_rv.csv,EFD,78,0,0,109,109,180,31,,,20,20,40,12,34,8,232
219277,2013,ef2012d_rv.csv,EFD,47,0,0,88,88,168,43,,,18,18,28,12,38,5,358
219277,2014,ef2013d_rv.csv,EFD,57,0,0,94,94,186,43,,,23,23,48,12,40,11,328
219277,2015,ef2014d_rv.csv,EFD,56,2,1,106,108,117,50,,,22,23,50,7,53,11,210
219277,2016,ef2015d_rv.csv,EFD,56,3,0,72,75,104,57,,,20,20,40,9,41,8,187
219277,2017,ef2016d_rv.csv,EFD,33,1,0,55,56,60,58,0,0,9,9,56,9,32,5,184
219277,2018,ef2017d_rv.csv,EFD,42,0,0,60,60,68,70,0,0,25,25,64,11,42,16,163
219277,2019,ef2018d_rv.csv,EFD,48,0,0,38,38,93,63,0,0,11,11,64,10,24,7,192
219277,2020,ef2019d_rv.csv,EFD,44,0,0,57,57,104,56,0,0,14,14,43,11,32,6,238
219277,2021,ef2020d_rv.csv,EFD,33,0,0,59,59,43,63,0,0,12,12,42,12,37,5,132
219277,2022,ef2021d_rv.csv,EFD,34,0,0,20,20,73,60,0,0,15,15,20,12,12,3,212
219277,2023,ef2022d_rv.csv,EFD,36,0,0,33,33,56,67,0,0,17,17,29,10,22,5,154
219277,2024,ef2023d.csv,EFD,37,0,0,28,28,63,54,0,0,14,14,43,11,15,6,169
219347,2007,ef2006d_RV.csv,EFD,76,,,,,279,74,,,,,46,,,,367
219347,2008,ef2007d_rv.csv,EFD,72,0,0,277,277,348,76,,,5,5,60,,211,3,484
219347,2009,ef2008d_rv.csv,EFD,70,0,0,344,344,314,76,,,5,5,100,,260,5,451
219347,2010,ef2009d_rv.csv,EFD,60,0,0,310,310,360,82,,,3,3,67,14,255,2,601
219347,2011,ef2010d_rv.csv,EFD,71,0,0,357,357,429,78,,,1,1,100,14,280,1,604
219347,2012,ef2011d_rv.csv,EFD,74,0,0,424,424,402,79,,,8,8,25,14,333,2,545
219347,2013,ef2012d_rv.csv,EFD,70,0,0,397,397,443,80,,,17,17,47,14,316,8,630
219347,2014,ef2013d_rv.csv,EFD,72,1,0,440,441,546,79,,,10,10,70,14,347,7,757
219347,2015,ef2014d_rv.csv,EFD,78,0,0,541,541,593,77,,,7,7,71,15,415,5,765
219347,2016,ef2015d_rv.csv,EFD,68,0,0,591,591,502,77,,,6,6,83,15,453,5,740
219347,2017,ef2016d_rv.csv,EFD,81,0,0,495,495,492,78,0,0,5,5,0,15,388,0,605
219347,2018,ef2017d_rv.csv,EFD,67,0,0,492,492,459,80,0,0,5,5,40,15,394,2,688
219347,2019,ef2018d_rv.csv,EFD,72,0,0,459,459,457,76,0,0,4,4,75,15,348,3,638
219347,2020,ef2019d_rv.csv,EFD,86,0,0,455,455,467,78,0,0,2,2,50,15,357,1,541
219347,2021,ef2020d_rv.csv,EFD,73,0,0,467,467,442,78,0,0,7,7,57,13,365,4,609
219347,2022,ef2021d_rv.csv,EFD,75,0,0,442,442,483,70,0,0,13,13,38,11,311,5,646
219347,2023,ef2022d_rv.csv,EFD,75,0,0,483,483,523,83,0,0,8,8,63,12,400,5,699
219347,2024,ef2023d.csv,EFD,73,0,0,523,523,484,84,0,0,15,15,40,12,440,6,660
219356,2007,ef2006d_RV.csv,EFD,63,,,,,1837,77,,,,,46,,,,2917
219356,2008,ef2007d_rv.csv,EFD,64,0,0,1788,1788,1937,77,,,70,70,60,,1382,42,3024
219356,2009,ef2008d_rv.csv,EFD,61,1,0,1856,1857,2009,77,,,68,68,50,,1431,34,3290
219356,2010,ef2009d_rv.csv,EFD,60,0,0,1930,1930,2048,78,,,80,80,51,19,1497,41,3399
219356,2011,ef2010d_rv.csv,EFD,66,0,0,1989,1989,2158,77,,,68,68,50,19,1523,34,3267
219356,2012,ef2011d_rv.csv,EFD,66,0,0,2111,2111,2147,73,,,71,71,48,19,1551,34,3253
219356,2013,ef2012d_rv.csv,EFD,62,0,0,2087,2087,2116,75,,,84,84,50,17,1559,42,3418
219356,2014,ef2013d_rv.csv,EFD,65,1,0,2074,2075,2188,76,,,92,92,39,17,1574,36,3353
219356,2015,ef2014d_rv.csv,EFD,64,0,0,2137,2137,2159,77,,,100,100,45,17,1645,45,3383
219356,2016,ef2015d_rv.csv,EFD,61,0,0,2126,2126,2131,76,,,110,110,36,17,1618,40,3483
219356,2017,ef2016d_rv.csv,EFD,62,0,0,2093,2093,2206,79,0,0,80,80,40,17,1645,32,3577
219356,2018,ef2017d_rv.csv,EFD,62,1,0,2159,2160,2201,77,0,0,55,55,44,17,1667,24,3548
219356,2019,ef2018d_rv.csv,EFD,61,1,0,2163,2164,2114,76,0,0,60,60,38,17,1642,23,3442
219356,2020,ef2019d_rv.csv,EFD,65,0,0,2057,2057,2057,78,0,0,53,53,32,17,1611,17,3160
219356,2021,ef2020d_rv.csv,EFD,64,0,0,2016,2016,2023,81,0,0,52,52,48,17,1633,25,3178
219356,2022,ef2021d_rv.csv,EFD,60,1,0,1986,1987,1971,80,0,0,61,61,51,17,1586,31,3267
219356,2023,ef2022d_rv.csv,EFD,60,1,0,1923,1924,2124,79,0,0,41,41,39,18,1516,16,3535
219356,2024,ef2023d.csv,EFD,61,0,0,2071,2071,2207,83,0,0,62,62,53,17,1717,33,3640
219374,2007,ef2006d_RV.csv,EFD,48,,,,,80,44,,,,,56,,,,167
219374,2008,ef2007d_rv.csv,EFD,32,0,0,80,80,47,73,,,87,87,63,,58,55,146
219374,2009,ef2008d_rv.csv,EFD,51,0,0,47,47,95,100,,,99,99,84,,47,83,188
219374,2010,ef2009d_rv.csv,EFD,39,0,0,7,7,91,86,,,20,20,95,12,6,19,235
219374,2011,ef2010d_rv.csv,EFD,55,0,0,8,8,233,63,,,17,17,71,12,5,12,423
219374,2012,ef2011d_rv.csv,EFD,46,0,0,9,9,113,78,,,2,2,100,12,7,2,248
219374,2013,ef2012d_rv.csv,EFD,25,0,0,9,9,18,78,,,10,10,90,12,7,9,71
219374,2014,ef2013d_rv.csv,EFD,36,0,0,12,12,95,75,,,6,6,100,12,9,6,262
219374,2015,ef2014d_rv.csv,EFD,60,0,0,6,6,38,67,,,3,3,0,12,4,0,63
219374,2016,ef2015d_rv.csv,EFD,68,0,0,23,23,23,70,,,13,13,23,12,16,3,34
219374,2017,ef2016d_rv.csv,EFD,51,0,0,3,3,28,100,0,0,0,0,,12,3,0,55
219374,2018,ef2017d_rv.csv,EFD,59,0,0,2,2,54,100,0,0,0,0,,12,2,0,92
219374,2019,ef2018d_rv.csv,EFD,42,0,0,2,2,86,100,0,0,0,0,,12,2,0,207
219374,2020,ef2019d_rv.csv,EFD,36,0,0,2,2,32,100,0,0,2,2,0,14,2,0,90
219374,2021,ef2020d_rv.csv,EFD,49,0,0,2,2,25,100,0,0,2,2,100,14,2,2,51
219374,2022,ef2021d_rv.csv,EFD,38,0,0,3,3,58,33,0,0,10,10,10,16,1,1,152
219374,2023,ef2022d_rv.csv,EFD,33,0,0,3,3,65,100,0,0,8,8,63,16,3,5,199
219374,2024,ef2023d.csv,EFD,27,0,0,2,2,22,100,0,0,3,3,67,16,2,2,83
219408,2007,ef2006d_RV.csv,EFD,70,,,,,40,23,,,,,19,,,,57
219408,2008,ef2007d_rv.csv,EFD,88,0,0,40,40,42,35,,,3,3,100,,14,3,48
219408,2009,ef2008d_rv.csv,EFD,73,0,0,42,42,49,52,,,6,6,33,,22,2,67
219408,2010,ef2009d_rv.csv,EFD,75,0,0,49,49,55,33,,,8,8,13,10,16,1,73
219408,2011,ef2010d_rv.csv,EFD,78,0,0,55,55,61,27,,,8,8,13,10,15,1,78
219408,2012,ef2011d_rv.csv,EFD,74,0,0,62,62,42,42,,,8,8,25,10,26,2,57
219408,2013,ef2012d_rv.csv,EFD,85,0,0,42,42,29,31,,,5,5,40,10,13,2,34
219408,2014,ef2013d_rv.csv,EFD,88,0,0,29,29,50,31,,,4,4,25,10,9,1,57
219408,2015,ef2014d_rv.csv,EFD,67,0,0,50,50,24,22,,,5,5,20,10,11,1,36
219408,2016,ef2015d_rv.csv,EFD,86,0,0,24,24,25,38,,,7,7,14,10,9,1,29
219408,2017,ef2016d_rv.csv,EFD,77,0,0,25,25,27,48,0,0,3,3,0,10,12,0,35
219408,2018,ef2017d_rv.csv,EFD,76,0,0,27,27,61,33,0,0,4,4,0,10,9,0,80
219408,2019,ef2018d_rv.csv,EFD,88,0,0,61,61,35,33,0,0,4,4,0,10,20,0,40
219408,2020,ef2019d_rv.csv,EFD,82,0,0,35,35,37,34,0,0,3,3,0,10,12,0,45
219408,2021,ef2020d_rv.csv,EFD,69,0,0,38,38,29,32,0,0,3,3,33,7,12,1,42
219408,2022,ef2021d_rv.csv,EFD,58,0,0,29,29,28,52,0,0,4,4,50,7,15,2,48
219408,2023,ef2022d_rv.csv,EFD,38,0,0,0,0,16,,0,0,0,0,,7,0,0,42
219408,2024,ef2023d.csv,EFD,74,0,0,0,0,40,,0,0,0,0,,7,0,0,54
219471,2007,ef2006d_RV.csv,EFD,91,,,,,1021,71,,,,,54,,,,1128
219471,2008,ef2007d_rv.csv,EFD,59,1,0,1020,1021,1031,72,,,107,107,58,,732,62,1738
219471,2009,ef2008d_rv.csv,EFD,58,0,0,934,934,1020,76,,,74,74,36,,711,27,1754
219471,2010,ef2009d_rv.csv,EFD,40,2,0,1023,1025,971,73,,,143,143,53,15,743,76,2441
219471,2011,ef2010d_rv.csv,EFD,41,0,0,971,971,1034,75,,,154,154,56,17,726,86,2529
219471,2012,ef2011d_rv.csv,EFD,42,0,0,1034,1034,1127,78,,,141,141,43,18,805,61,2666
219471,2013,ef2012d_rv.csv,EFD,45,1,0,1011,1012,1250,75,,,121,121,56,17,760,68,2756
219471,2014,ef2013d_rv.csv,EFD,56,0,0,1221,1221,1225,76,,,103,103,50,17,934,51,2199
219471,2015,ef2014d_rv.csv,EFD,45,0,0,1174,1174,1147,74,,,106,106,58,17,874,61,2565
219471,2016,ef2015d_rv.csv,EFD,47,0,0,1096,1096,1199,77,,,92,92,47,17,841,43,2577
219471,2017,ef2016d_rv.csv,EFD,43,0,0,1184,1184,1162,76,0,0,82,82,60,18,898,49,2718
219471,2018,ef2017d_rv.csv,EFD,50,2,0,1110,1112,1205,72,0,0,71,71,55,16,804,39,2398
219471,2019,ef2018d_rv.csv,EFD,46,1,0,1185,1186,1297,77,0,0,54,54,50,16,917,27,2799
219471,2020,ef2019d_rv.csv,EFD,45,0,0,1284,1284,1238,78,0,0,48,48,48,15,1000,23,2725
219471,2021,ef2020d_rv.csv,EFD,45,0,0,1201,1201,1162,81,0,0,50,50,48,15,970,24,2565
219471,2022,ef2021d_rv.csv,EFD,42,0,0,1129,1129,1166,77,0,0,45,45,40,14,873,18,2757
219471,2023,ef2022d_rv.csv,EFD,42,1,0,1113,1114,1262,82,0,0,36,36,53,14,910,19,2988
219471,2024,ef2023d.csv,EFD,45,0,0,1229,1229,1334,80,0,0,43,43,51,14,983,22,2994
219602,2007,ef2006d_RV.csv,EFD,53,,,,,1213,64,,,,,36,,,,2309
219602,2008,ef2007d_rv.csv,EFD,50,0,0,1210,1210,1188,66,,,193,193,36,,796,70,2379
219602,2009,ef2008d_rv.csv,EFD,59,0,0,1188,1188,1326,68,,,168,168,42,,803,70,2229
219602,2010,ef2009d_rv.csv,EFD,54,0,0,1326,1326,1465,67,,,145,145,39,20,895,57,2695
219602,2011,ef2010d_rv.csv,EFD,55,0,0,1465,1465,1478,69,,,182,182,48,20,1018,88,2669
219602,2012,ef2011d_rv.csv,EFD,50,0,0,1440,1440,1274,69,,,216,216,56,19,999,121,2562
219602,2013,ef2012d_rv.csv,EFD,48,0,0,1244,1244,1182,67,,,246,246,54,19,836,133,2470
219602,2014,ef2013d_rv.csv,EFD,49,0,0,1162,1162,1237,66,,,318,318,61,18,769,193,2527
219602,2015,ef2014d_rv.csv,EFD,50,0,0,1211,1211,1184,72,,,328,328,64,18,877,209,2360
219602,2016,ef2015d_rv.csv,EFD,52,0,0,1167,1167,1281,71,,,292,292,66,18,833,192,2480
219602,2017,ef2016d_rv.csv,EFD,56,0,0,892,892,1649,66,0,0,178,178,57,18,589,101,2932
219602,2018,ef2017d_rv.csv,EFD,60,0,0,956,956,1755,69,0,0,177,177,55,18,655,98,2947
219602,2019,ef2018d_rv.csv,EFD,61,0,0,1047,1047,1819,67,0,0,146,146,47,18,706,69,2968
219602,2020,ef2019d_rv.csv,EFD,55,0,0,949,949,1516,66,0,0,123,123,40,17,622,49,2742
219602,2021,ef2020d_rv.csv,EFD,58,0,0,819,819,1258,70,0,0,129,129,40,16,575,52,2181
219602,2022,ef2021d_rv.csv,EFD,60,0,0,590,590,1281,63,0,0,107,107,47,15,371,50,2142
219602,2023,ef2022d_rv.csv,EFD,59,0,0,609,609,1322,66,0,0,98,98,22,14,399,22,2223
219602,2024,ef2023d.csv,EFD,60,0,0,709,709,1444,67,0,0,98,98,21,15,474,21,2416
220075,2007,ef2006d_RV.csv,EFD,61,,,,,1717,71,,,,,46,,,,2810
220075,2008,ef2007d_rv.csv,EFD,63,2,0,1715,1717,1921,69,,,23,23,43,,1175,10,3064
220075,2009,ef2008d_rv.csv,EFD,63,0,0,1921,1921,1940,67,,,18,18,67,,1295,12,3087
220075,2010,ef2009d_rv.csv,EFD,62,2,0,1938,1940,2068,70,,,28,28,61,20,1350,17,3353
220075,2011,ef2010d_rv.csv,EFD,62,0,0,2068,2068,2053,72,,,31,31,39,20,1482,12,3310
220075,2012,ef2011d_rv.csv,EFD,60,0,0,2053,2053,2105,70,,,46,46,57,20,1432,26,3487
220075,2013,ef2012d_rv.csv,EFD,60,2,0,2103,2105,2038,66,,,35,35,40,19,1380,14,3370
220075,2014,ef2013d_rv.csv,EFD,60,0,0,2038,2038,1849,66,,,44,44,30,20,1349,13,3093
220075,2015,ef2014d_rv.csv,EFD,63,1,0,1848,1849,2025,69,,,32,32,34,18,1284,11,3190
220075,2016,ef2015d_rv.csv,EFD,65,1,0,2024,2025,1976,71,,,30,30,37,17,1447,11,3054
220075,2017,ef2016d_rv.csv,EFD,63,1,0,1975,1976,1869,71,0,0,23,23,30,16,1408,7,2989
220075,2018,ef2017d_rv.csv,EFD,64,0,0,1869,1869,2034,76,0,0,17,17,47,16,1419,8,3179
220075,2019,ef2018d_rv.csv,EFD,61,1,0,2033,2034,1960,73,0,0,16,16,56,16,1486,9,3211
220075,2020,ef2019d_rv.csv,EFD,60,2,0,1958,1960,1772,72,0,0,16,16,44,15,1419,7,2964
220075,2021,ef2020d_rv.csv,EFD,56,0,0,1772,1772,1637,78,0,0,14,14,57,16,1380,8,2948
220075,2022,ef2021d_rv.csv,EFD,60,0,0,1637,1637,1832,67,0,0,13,13,77,15,1093,10,3059
220075,2023,ef2022d_rv.csv,EFD,63,0,0,1832,1832,2007,72,0,0,24,24,67,16,1317,16,3186
220075,2024,ef2023d.csv,EFD,58,0,0,2007,2007,2096,74,0,0,49,49,59,18,1484,29,3642
220701,2007,ef2006d_RV.csv,EFD,66,,,,,195,60,,,,,22,,,,295
220701,2008,ef2007d_rv.csv,EFD,61,0,0,195,195,215,58,,,16,16,75,,114,12,353
220701,2009,ef2008d_rv.csv,EFD,75,0,0,215,215,205,90,,,29,29,86,,193,25,272
220701,2010,ef2009d_rv.csv,EFD,66,0,0,205,205,224,64,,,6,6,50,17,132,3,341
220701,2011,ef2010d_rv.csv,EFD,59,0,0,200,200,269,64,,,5,5,60,17,128,3,458
220701,2012,ef2011d_rv.csv,EFD,55,0,0,200,200,360,55,,,5,5,60,17,109,3,649
220701,2013,ef2012d_rv.csv,EFD,60,0,0,109,109,272,87,,,4,4,75,17,95,3,455
220701,2014,ef2013d_rv.csv,EFD,76,0,0,272,272,335,55,,,9,9,67,17,150,6,442
220701,2015,ef2014d_rv.csv,EFD,70,0,0,272,272,447,55,,,3,3,67,17,150,2,638
220701,2016,ef2015d_rv.csv,EFD,59,0,0,372,372,254,58,,,3,3,67,17,216,2,430
220701,2017,ef2016d_rv.csv,EFD,65,0,0,254,254,255,52,0,0,21,21,33,15,133,7,395
220701,2018,ef2017d_rv.csv,EFD,55,1,1,254,255,244,49,0,0,6,7,17,15,125,1,446
220701,2019,ef2018d_rv.csv,EFD,71,1,0,242,243,275,52,0,0,2,2,50,14,125,1,388
220701,2020,ef2019d_rv.csv,EFD,59,0,0,275,275,233,61,0,0,1,1,100,13,169,1,395
220701,2021,ef2020d_rv.csv,EFD,63,0,0,233,233,185,57,0,0,0,0,,13,133,0,295
220701,2022,ef2021d_rv.csv,EFD,55,0,0,185,185,214,55,0,0,1,1,0,13,101,0,391
220701,2023,ef2022d_rv.csv,EFD,54,0,0,214,214,207,66,0,0,1,1,0,12,142,0,386
220701,2024,ef2023d.csv,EFD,49,0,0,207,207,184,64,0,0,2,2,100,13,133,2,378
220862,2007,ef2006d_RV.csv,EFD,55,,,,,2070,72,,,,,60,,,,3731
220862,2008,ef2007d_rv.csv,EFD,59,0,0,2022,2022,2025,73,,,142,142,60,,1478,85,3443
220862,2009,ef2008d_rv.csv,EFD,58,0,0,1990,1990,1981,75,,,88,88,61,,1487,54,3413
220862,2010,ef2009d_rv.csv,EFD,58,0,0,1980,1980,2220,76,,,47,47,49,15,1505,23,3817
220862,2011,ef2010d_rv.csv,EFD,58,0,0,2207,2207,2388,78,,,47,47,68,15,1718,32,4085
220862,2012,ef2011d_rv.csv,EFD,57,0,0,2373,2373,2473,77,,,49,49,55,15,1839,27,4335
220862,2013,ef2012d_rv.csv,EFD,55,0,0,2473,2473,2114,76,,,104,104,49,14,1868,51,3838
220862,2014,ef2013d_rv.csv,EFD,56,0,0,2114,2114,2025,76,,,67,67,42,14,1603,28,3620
220862,2015,ef2014d_rv.csv,EFD,58,0,0,2025,2025,2266,78,,,53,53,49,14,1583,26,3875
220862,2016,ef2015d_rv.csv,EFD,57,0,0,2266,2266,2049,77,,,53,53,45,14,1754,24,3569
220862,2017,ef2016d_rv.csv,EFD,63,0,0,2049,2049,2647,80,0,0,56,56,50,14,1640,28,4232
220862,2018,ef2017d_rv.csv,EFD,63,0,0,2647,2647,2612,75,0,0,96,96,54,14,1994,52,4129
220862,2019,ef2018d_rv.csv,EFD,61,0,0,2612,2612,2428,76,0,0,57,57,54,15,1988,31,3980
220862,2020,ef2019d_rv.csv,EFD,46,1,0,2427,2428,2617,78,0,0,52,52,58,15,1886,30,5668
220862,2021,ef2020d_rv.csv,EFD,45,0,0,2617,2617,2448,80,0,0,66,66,56,16,2081,37,5476
220862,2022,ef2021d_rv.csv,EFD,44,1,0,2447,2448,2500,72,0,0,92,92,57,16,1758,52,5648
220862,2023,ef2022d_rv.csv,EFD,40,1,0,2499,2500,2322,75,0,0,93,93,43,17,1867,40,5870
